doc_id,name,page_num
3273026135297885758,EX01:3026-5746-0928-6925,4
3245176305687201317,EX01:5177-2388-3595-5515,4
3277274410125362627,EX01:7275-2473-5877-2602,11
3078468945783555278,EX01:7111-7720-1379-0225,11
3379995134593598969,EX01:9996-1474-0896-3549,11
3282336068988307216,EX01:2339-5158-3377-9535,11
3317027247616951670,EX01:8316-5667-4708-8460,11
3263326512899688056,EX01:3327-5590-7654-6527,11
3266184888201512277,EX01:6190-8351-1221-5981,11
3377138728676886024,EX01:8011-9661-7728-1223,11
3399509798926943539,EX01:4018-6808-1909-1127,11
3377779473700095859,EX01:3948-7620-5662-3300,11
3373652440044799623,EX01:3653-5133-8396-9905,11
3373659562509862500,EX01:3660-4042-3117-7932,11
2632112737005602009,EX01:2113-7122-2322-5730,8
2653895901730309993,EX01:3901-1607-0804-8602,8
2682717345268369302,EX01:3987-9974-2206-1551,8
2707460139325064730,EX01:8515-5055-8047-6355,8
2681952169480947597,EX01:1952-1695-0611-3422,8
2931460218661373566,EX01:1461-9098-9702-0569,8
2697443959264773659,EX01:7444-9949-0554-0107,8
2710343150349583988,EX01:0343-5747-2087-3809,8
3077753003860559338,EX01:7759-2523-8366-3586,8
2803929054040818965,EX01:3931-1343-9882-6446,8
2724039786535847037,EX01:2323-8674-1783-9602,8
3190226731524949093,EX01:0228-6032-4988-7024,8
3475772263473612060,EX01:5773-0390-9269-6542,14
3512053631195022629,EX01:0752-8680-6606-8045,14
3587287620515792733,EX01:7288-2669-4192-5100,14
3227900122977273256,EX01:7900-8723-6518-0889,14
3211992575208588553,EX01:1992-9962-7476-6996,14
3095301843668960486,EX01:5302-4421-2064-4291,14
3222059179199956916,EX01:0589-9648-5718-1401,14
3222767633703110642,EX01:2768-3640-9920-8713,14
2624125239994352778,EX01:4128-0940-1689-8280,14
2687274978503558620,EX01:7275-8144-0317-9744,14
2729219208041727271,EX01:9221-3516-9178-1183,14
2731353128300447518,EX01:1354-1382-0496-3981,14
2733510688059164005,EX01:3513-3526-5855-2683,15
3311798049805698904,EX01:1798-8766-0368-0450,15
3001601729843168941,EX01:1609-5177-2617-2469,15
3117509780189480485,EX01:7511-7270-9312-2696,15
3399571304913831805,EX01:9572-3716-2600-2311,15
3408402717641540827,EX01:8404-0913-2643-3200,15
3414301801233516260,EX01:4312-7618-2228-2833,15
3477361281860633928,EX01:7365-3616-6013-4415,15
3414905092480960356,EX01:4908-6690-7303-3107,15
3420566467098183203,EX01:0568-0900-8411-5461,15
3160356411758609743,EX01:0357-6388-1902-2790,15
3423585090700052271,EX01:3587-2195-6937-8693,15
3448385978064962914,EX01:8386-8704-4508-2405,1
3451159700903560682,EX01:1160-5724-1282-3469,1
3456012066379269374,EX01:6012-6897-5350-7091,1
3480846766402700494,EX01:0847-2359-2147-9665,1
3488757927819347948,EX01:8758-5900-4122-8584,1
3493843126139750172,EX01:3844-5982-9012-1846,1
3504050224383395247,EX01:4054-2876-0700-7077,1
3448063788299847278,EX01:8063-7883-5856-7538,1
3454546322529454021,EX01:4548-1711-2699-8486,1
3448044778573268972,EX01:8045-3222-1378-7247,1
3474225496751867193,EX01:4231-1193-6737-4288,1
3448072592320104434,EX01:6759-6745-6975-4251,1
3136461913504876185,EX01:0236-1845-8498-0337,9
2811727511203874196,EX01:1728-4590-6624-6988,9
3078619307253433986,EX01:8620-4864-9878-0246,9
3175601825927661333,EX01:5603-1779-7833-2952,9
3069881349868356862,EX01:9882-2163-6123-1832,9
3039332592202548895,EX01:6171-1829-2312-2033,9
2627249450468247093,EX01:7252-5548-7396-4198,9
3141477724783117803,EX01:1479-7854-1111-8662,9
3054494696396031744,EX01:3814-3117-3166-0379,9
2855254371321513535,EX01:5258-8407-1313-5572,9
3054496117199734646,EX01:9037-7368-3417-2313,9
3055295860595230367,EX01:6992-5157-8280-5226,9
3251805100850546051,EX01:1806-2617-8356-1466,5
3124194019396028276,EX01:4194-8937-9097-1448,5
3245988552328087402,EX01:5990-1566-3259-0189,5
3199600153212224652,EX01:9600-9127-2518-1666,5
3242942873099830710,EX01:2975-8839-5842-1166,5
3222228922733168542,EX01:2229-4914-9756-8231,5
3224937644966282775,EX01:4937-6451-5083-2153,5
3196273868486476880,EX01:6274-3086-4512-7724,5
3197502372226008670,EX01:7503-8370-2796-0025,5
3197483435874584127,EX01:7485-2030-1035-6517,5
3197468818767087549,EX01:7471-3403-0715-4093,5
2941552379520091815,EX01:1553-1066-1946-7426,5
3515902775340827656,EX01:5903-2297-8527-7949,17
3525833671661585761,EX01:5834-5710-5458-1725,17
3027157138288936406,EX01:8748-9145-9887-2148,17
3242438376283964567,EX01:2439-4012-8797-6506,17
3245333755505673512,EX01:5335-1630-7215-2649,17
3230648493798327610,EX01:0648-4939-6609-9781,17
3221195596845024576,EX01:1202-2538-0106-4293,17
2948129576271742518,EX01:8133-1601-1157-2109,17
3364871558706234381,EX01:7766-9583-3421-5380,17
3215504372859406261,EX01:5514-3935-7175-5985,17
3217029470707779477,EX01:7031-2412-4093-7905,17
3205986899873236692,EX01:5178-2179-7171-4032,17
3403261247490098466,EX01:3264-4645-7998-7139,16
3445849888871417195,EX01:5851-6601-0921-9064,16
3499630671721137180,EX01:9630-6717-5469-1614,16
3434254753675085720,EX01:4256-1356-5631-0609,16
3437964594885166956,EX01:7966-1321-9824-6312,16
3433682152250672578,EX01:3686-2251-2957-2044,16
3524292411700282436,EX01:5960-2995-2858-6587,16
3245372365818824078,EX01:5373-9066-7189-6256,16
3510567392893731923,EX01:0568-0376-7569-7308,16
3575736973135971541,EX01:5739-4278-0205-6315,16
3552600115568969220,EX01:2054-2882-2435-5709,16
3515894878791796646,EX01:5895-3226-5821-1664,16
3373636718627390541,EX01:3639-5576-5949-4046,12
2654448694446785970,EX01:4078-6915-1628-6787,12
2692277505364067442,EX01:2281-2434-2845-5527,12
3100220672287180252,EX01:0221-8020-9007-1230,12
3085657643193206586,EX01:5664-4979-0229-0612,12
3085718252127520536,EX01:5720-7365-0605-3712,12
3109672894284695430,EX01:9673-5244-3692-8132,12
3171388153177048489,EX01:1396-7097-7531-1978,12
3138809288672151020,EX01:8809-9057-7170-9456,12
3140173152600982700,EX01:0174-9007-2817-0183,12
3108246599961150627,EX01:8247-6214-5872-4212,12
3108250281150777136,EX01:8251-0494-8854-9469,12
3407524158148445403,EX01:7524-9056-7408-1784,2
3399644279637804967,EX01:9645-4923-5369-7028,2
3408922424513659963,EX01:8923-1007-3612-8749,2
3459656309605925971,EX01:9658-5717-3667-9840,2
3586660072089977972,EX01:6661-2500-4347-9043,2
3451166468857661377,EX01:1167-0383-3509-2639,2
3494493548386976774,EX01:0498-7370-0873-9622,2
3476349003132569281,EX01:7901-8890-6774-6875,2
3579995653075371379,EX01:9996-9238-8237-5029,2
3403886350938670102,EX01:3887-3423-6308-4647,2
3415620153197463378,EX01:8309-1345-9912-8602,2
3419214110619862071,EX01:9214-1106-6180-5113,2
2729967447347037651,EX01:9968-0506-0539-3737,18
2753134682722797085,EX01:3136-7379-7370-0523,18
3174860407139469294,EX01:4861-3111-2942-0855,18
3108931895614769065,EX01:9046-5080-0437-8166,18
2968364084732364449,EX01:8366-5858-3778-2273,18
2744405444683368418,EX01:4409-9680-8084-8576,18
2692150142194156708,EX01:2159-9464-9719-7818,18
2748697804800001613,EX01:9089-6117-6990-6860,18
2719840159116821899,EX01:9843-7329-3226-5886,18
2775554482254120569,EX01:5558-8829-7659-7297,18
2779094441628010167,EX01:9103-2531-7284-8321,18
2728398954382230935,EX01:8399-7350-3447-9772,18
3134944282532643863,EX01:4945-1247-3211-0089,13
3145166302130210462,EX01:5168-8938-2420-5913,13
3146011219194807969,EX01:6012-1004-5163-2497,13
3181451986822235908,EX01:6677-2160-5880-3330,13
3216228499857605947,EX01:5594-5880-0153-5438,13
3176275231710905442,EX01:6276-0830-2878-9133,13
3190943008656721155,EX01:9619-5915-9732-8206,13
3373645452938314968,EX01:3646-1867-0663-4001,13
3373459245671384317,EX01:3459-9275-5616-3331,13
3373426841166546472,EX01:3427-4172-7097-7944,13
3400557695365809196,EX01:0558-2051-0796-3376,13
3443866589064070379,EX01:7506-6289-6923-5596,13
2688527722040264171,EX01:8530-5794-6858-3971,20
2714885516670535098,EX01:4887-5495-1546-6554,20
2697278005209728326,EX01:7279-4243-1054-4349,20
2732942238953768470,EX01:2943-1195-8144-7419,20
2702546090275636961,EX01:2547-9576-3010-9660,20
2698138667632822128,EX01:8140-0120-7502-6354,20
3266935046149244516,EX01:6937-2974-3352-8011,20
2714100192101008458,EX01:7356-4782-4255-5356,20
2639213527063070719,EX01:9215-3696-3759-4746,20
2723492852993623427,EX01:9870-7543-3313-2505,20
2695037923677439767,EX01:9205-1496-2004-5488,20
2735684708615587160,EX01:9172-2414-5866-0886,20
3391213321372829504,EX01:1213-9526-1558-1690,24
3448998378887710535,EX01:8999-9996-9260-5279,24
3445390636063130960,EX01:5391-3271-3343-5885,24
3485005811170673935,EX01:5016-1179-9327-7159,24
3506788689793517567,EX01:6791-4400-9931-2790,24
3488876935918912905,EX01:8877-4095-1455-5120,24
3449573160679114610,EX01:9574-0774-1136-2179,24
3456250739020531500,EX01:6251-4769-0765-6546,24
3473531046660671149,EX01:3532-0507-9382-5485,24
3453219057392682325,EX01:3220-7271-2832-7709,24
3504754709598569858,EX01:4755-2392-4689-0276,24
3417749570157806857,EX01:7750-8180-5552-1369,24
2773529042073159226,EX01:0255-6468-7079-9414,19
2759653086287889570,EX01:9655-9598-2233-7784,19
2763916632433624436,EX01:3920-0534-5896-2084,19
2641490342511118334,EX01:1493-4126-9970-3103,19
2673297020457846459,EX01:3307-0916-2767-2791,19
2659689488988505662,EX01:9691-1155-8992-8421,19
2668270350831191807,EX01:8273-7322-2035-6254,19
2732831791881651959,EX01:9662-5366-8034-3159,19
2692989066521085904,EX01:2991-8123-2219-9183,19
2674004059341456467,EX01:4005-1340-5635-9505,19
2674838523185465157,EX01:4191-5082-9014-3887,19
2693635641123538704,EX01:7780-8267-1165-5604,19
2714823249333585377,EX01:8633-9441-5214-7029,21
2723333810740528146,EX01:3336-1758-8338-8384,21
2722813918622778878,EX01:2816-0787-8161-3479,21
2721440558655473380,EX01:1443-0262-0645-9351,21
2734187178685892024,EX01:4189-5467-5637-6449,21
2728378256909665316,EX01:8379-3462-1235-7337,21
2728663384227579356,EX01:2639-6296-0488-2041,21
2724865912665540278,EX01:0756-4683-6533-0380,21
2732824126396826724,EX01:0632-6876-9280-9676,21
2753934838049277240,EX01:3169-7274-4147-1198,21
2732721328007153364,EX01:2727-5365-9209-4286,21
2732970372658890290,EX01:2971-9777-6031-0618,21
2739473536824378693,EX01:9474-9267-9155-8992,22
2845849973818394504,EX01:5851-9783-2660-7129,22
2798933336188258225,EX01:5377-4809-5199-0103,22
2866957322897327619,EX01:4704-3187-1441-4885,22
3058969310648075539,EX01:8970-5596-1953-2540,22
3055477077747697228,EX01:5477-8300-0450-8143,22
3181557806637516601,EX01:8096-2211-1499-2531,22
3260358000082159190,EX01:0365-1157-4406-0419,22
3349616316511159875,EX01:9619-4017-4890-7647,22
3171392543304713904,EX01:1393-9784-1938-1764,22
3322714573810697919,EX01:2719-2449-3995-4124,22
3002415836766929934,EX01:2417-7004-6396-9484,22
3171960033130841311,EX01:1960-8116-0205-2559,23
3136024222548100922,EX01:6028-0395-0734-7139,23
3124883695824013155,EX01:4884-5461-9398-2989,23
3156150634005137096,EX01:6155-1154-5118-8692,23
2674981394525980510,EX01:4983-9758-6004-5561,23
2703191005007447355,EX01:3193-1189-7860-6269,23
3169222113810712487,EX01:9223-1884-4172-8192,23
3150249713677108804,EX01:0251-7084-7970-2169,23
2992333643982046416,EX01:2335-2940-5479-4743,23
3192191153675962086,EX01:2192-4404-7165-1739,23
3180806587916748712,EX01:0807-4672-1063-8820,23
3187149654575810442,EX01:2542-3269-2496-9643,23
3454610161010739100,EX01:4611-4361-2948-6207,25
3580074305335068202,EX01:0074-3053-6862-2637,25
3503907726008780573,EX01:3909-2997-0325-2575,25
3562634315936302686,EX01:1993-9192-1006-3468,25
3461226920836859353,EX01:1229-1179-2234-6057,25
3417750057493989274,EX01:7750-8555-1065-6256,25
3412673204026606837,EX01:2706-2296-6618-6567,25
3500431016999257505,EX01:0431-5920-9705-6129,25
3403886061749797904,EX01:3891-2646-3291-5658,25
3454034938163103585,EX01:4036-3568-0254-5497,25
3253278144894863124,EX01:3278-1463-1253-7887,25
3311257659537097944,EX01:3266-9825-5168-4828,25
3434238725226234957,EX01:4241-0609-2508-1323,28
3506838510130693316,EX01:6839-7339-6988-0911,28
3466257548275877838,EX01:6258-3832-7791-7936,28
3529474420160595600,EX01:9477-2711-0452-1269,28
3264706491445151095,EX01:4706-9533-2190-7637,28
3437920209099294076,EX01:7920-2091-4962-5726,28
3480180936992097502,EX01:0182-1900-1525-2348,28
3453289943638476391,EX01:3291-6377-7658-1936,28
3439490586371949802,EX01:9491-2754-6254-2923,28
3187173915000571191,EX01:7177-4337-3641-4879,28
3435900255554504045,EX01:5901-0774-9548-1671,28
3501034638925628773,EX01:1035-4160-0433-1379,28
3505048434182718798,EX01:5048-4342-0788-4624,29
3585210833505879747,EX01:5212-6403-3654-5574,29
3496016157494740633,EX01:0913-5553-0415-4721,29
3490825125685626830,EX01:0825-9993-3398-3991,29
3485780776312637158,EX01:5781-4634-9062-7160,29
3481503833014666859,EX01:4467-5676-2262-0560,29
3469136214647375466,EX01:0501-6533-0097-1229,29
3481499678388782580,EX01:5932-4420-5193-7380,29
3509844953809290711,EX01:9845-5665-1321-9535,29
3509841782571533756,EX01:9842-6099-2316-3732,29
3499541892507370906,EX01:9545-7991-9116-8573,29
3485348491771774180,EX01:5349-9543-5913-3257,29
3424337107949192724,EX01:4337-4785-4950-5053,27
3424237637832017546,EX01:4238-6681-9634-9269,27
3422807546237290464,EX01:2808-5520-9010-9806,27
3460597893474289148,EX01:1965-5864-2197-4642,27
3512126931287933990,EX01:0806-4514-4051-9136,27
3486665527277913778,EX01:6666-3724-3016-9316,27
3464209922407794397,EX01:4210-8873-9970-4071,27
3433672526432044193,EX01:3673-4300-8645-2297,27
3485216466549081684,EX01:5216-4665-8263-6118,27
3475641061005592094,EX01:4725-7795-7992-9891,27
3529405119806310330,EX01:9406-3731-3145-3949,27
3489377863986054783,EX01:9387-1051-7022-9045,27
3415437500603172242,EX01:5438-1746-9493-3890,26
3532345913626330899,EX01:2348-0937-6682-9977,26
3458237179455603725,EX01:3180-8739-8418-2142,26
3474879219245253730,EX01:4879-7443-3017-1722,26
3525749445809407016,EX01:5751-7227-9638-5765,26
3227837153111180609,EX01:7838-9454-9666-3461,26
3490922195897550115,EX01:0922-6048-2541-3377,26
3394630286808450587,EX01:4631-8345-5695-8583,26
3491677599694849572,EX01:1678-2621-3483-4758,26
3458198902690284747,EX01:8199-8721-8687-6967,26
3481048148216907305,EX01:9897-8840-2221-2449,26
3493787214641366674,EX01:3787-7971-8824-8713,26
3529327089805165587,EX01:9328-2976-4727-7557,30
3498839013207311412,EX01:8839-8677-2964-2915,30
3519216403695535781,EX01:9216-4037-2070-1607,30
3561293085101000455,EX01:0953-2035-1434-4719,30
3575115109661411093,EX01:5116-0297-3232-4435,30
3511229239334536407,EX01:1230-0188-7948-9806,30
3511232163326461889,EX01:1232-7828-2516-2427,30
3514127737138710064,EX01:4128-3919-7861-6471,30
3262789848573937660,EX01:2792-6202-2035-1589,30
3516199150909654435,EX01:6199-7823-6212-2193,30
3515554551883105410,EX01:5556-8642-3645-5818,30
3516209396117931829,EX01:6210-7544-4328-2181,30
3206809640192968554,EX01:6810-8014-0280-7971,35
3246705878430123716,EX01:6706-8962-2832-0417,35
3226609509648565736,EX01:5969-2770-3508-7320,35
3201649481011430714,EX01:1651-4886-1504-0836,35
3252486253009962122,EX01:2486-6803-0048-8014,35
3210460139265984298,EX01:0462-4730-6900-4132,35
3245297858512946322,EX01:5298-5288-9694-3611,35
3226456039922599435,EX01:6458-9568-5131-6528,35
3230865451370153216,EX01:0867-7764-2385-5386,35
3252544057716508449,EX01:2544-7419-6687-4106,35
3271423292291941498,EX01:1424-8550-2250-3002,35
3267170823990937427,EX01:7171-7220-8369-8251,35
3522083231132288839,EX01:2083-5647-0528-5860,32
3524270930362631228,EX01:4273-9292-5643-7668,32
3588177201540891976,EX01:8177-9587-2181-6002,32
3524203319406888295,EX01:4203-3194-6560-8554,32
3524941266359945115,EX01:4326-0360-5971-9217,32
3529255721927443666,EX01:9255-7219-6099-8101,32
3500452514568865567,EX01:0455-6179-0922-8590,32
3530996908766004283,EX01:0997-6318-3045-9491,32
3588118385713481005,EX01:8118-3857-5542-4047,32
3529450989486605372,EX01:9451-8524-6465-3938,32
3603197254917162490,EX01:8176-2782-9908-4540,32
3602633143351248235,EX01:2633-8972-1028-3491,32
3243155916429723319,EX01:3157-2521-3938-6545,34
3225796069174543976,EX01:5798-0836-0647-9979,34
3245929004510742330,EX01:5931-1521-8732-8388,34
3125528913384571984,EX01:5530-1787-8092-3838,34
3226460943844115583,EX01:3656-5328-2717-8670,34
3226504514123072776,EX01:6506-8865-9757-6130,34
3240836932078405096,EX01:0838-1333-0190-5155,34
3227250579931661448,EX01:7251-1093-5349-0191,34
3246047403035330099,EX01:6048-3816-8389-4128,34
3241585058246559329,EX01:1042-1088-7422-9688,34
3219958034943968758,EX01:9959-3202-5487-4695,34
3221349369542346657,EX01:1350-1864-4177-0592,34
2932947262235477405,EX01:2948-0009-9501-8597,39
2971313324018370522,EX01:1314-3682-4907-0598,39
2968998342299747849,EX01:8999-0074-9119-6706,39
2971317783846979303,EX01:1318-4762-9301-5021,39
2956155312509290273,EX01:6156-4306-6879-3757,39
2914008514823194136,EX01:4008-5149-3224-6042,39
3101098366059153085,EX01:1101-0973-3958-6382,39
2766264582195381748,EX01:6265-4286-3948-3082,39
2973387265243350912,EX01:1925-9609-2171-2479,39
3123534357826897914,EX01:3535-9053-4052-4004,39
2971331571941902106,EX01:1332-3037-3889-8002,39
2971303253100201040,EX01:1303-8930-7549-4324,39
2971298478128367326,EX01:1300-0595-3197-0155,40
2977263050089826120,EX01:7263-7740-5186-2026,40
2996772778482337218,EX01:6776-7911-9813-9838,40
2958328183012722313,EX01:8328-7349-7473-9551,40
3080015965874816285,EX01:9505-1072-6447-2493,40
2670632447846123080,EX01:0633-1792-6563-2012,40
2922693829616206866,EX01:2694-9792-4137-9119,40
2979247797838021724,EX01:9248-8318-1784-4185,40
2962591273489270170,EX01:2596-2197-2292-5976,40
2984227564341430095,EX01:4228-4339-2970-0414,40
2780076040339326716,EX01:0076-7784-1938-9803,40
2638719593761212017,EX01:5068-8774-8622-8721,40
3562579632823731572,EX01:2580-3848-2049-5777,33
3566977813141522022,EX01:6977-8132-0024-2281,33
3564915237012375449,EX01:4915-9043-5969-5859,33
3567658176285247125,EX01:7660-8902-9353-5866,33
3529331054026425949,EX01:2803-6989-8199-5677,33
3235168954670384955,EX01:5170-5667-5951-5221,33
3235842509678576668,EX01:5844-9004-6541-1352,33
3245963245281871212,EX01:5964-6742-1413-5488,33
3224985494215460038,EX01:4987-0449-2514-6894,33
2702338823106332439,EX01:4755-2846-4315-3302,33
3211735973368956180,EX01:1736-6193-1693-8019,33
3221434860111398878,EX01:1435-7322-3302-9410,33
3590309783447536952,EX01:5208-6468-3904-3561,31
3527148076282152910,EX01:7150-5666-9209-5959,31
3565540961385711264,EX01:5540-9614-2765-4306,31
3532288065357743769,EX01:2288-0654-0807-5419,31
3572708710486639921,EX01:2708-7105-4536-0179,31
3549531033911166700,EX01:9533-6195-5697-6140,31
3582270732912035417,EX01:2271-9254-5332-5678,31
3527100965482137385,EX01:7100-9655-3246-9035,31
3522133321347762144,EX01:2135-2791-6498-3176,31
3522026961557784311,EX01:2027-3820-8709-1430,31
3525163661922404338,EX01:5164-7746-8803-2111,31
3601879751687407118,EX01:1880-5323-3126-7519,31
2987355112642446571,EX01:7355-6226-4464-7442,38
3161031026398988241,EX01:1031-0264-6609-7107,38
3059985363436045515,EX01:9985-8847-8803-3206,38
2963306369966409507,EX01:3307-3573-0557-0962,38
2768420032194020956,EX01:8429-5694-6250-2710,38
3190958912987727506,EX01:0960-3558-7024-5993,38
2971322635255809208,EX01:1324-6956-2376-3890,38
2968351370085664545,EX01:8352-8033-7161-5884,38
3111108010311681186,EX01:7901-1153-1375-1848,38
2971337720070145086,EX01:1340-3034-0069-9816,38
3128647818709829062,EX01:8651-4174-5621-5081,38
2969104477635741641,EX01:9105-8351-3900-8510,38
2734969374673733615,EX01:4973-0848-0405-6288,43
2659525682282890971,EX01:9530-2903-5498-0591,43
2666913276280964636,EX01:6916-9504-7449-1879,43
2667595960628020329,EX01:7596-9071-5660-4521,43
2666739504185869521,EX01:6748-9539-0244-9768,43
3128476784329229329,EX01:8477-6428-8648-0949,43
2689316407002269003,EX01:8495-2627-4103-8880,43
2695104701669573984,EX01:5105-7662-4264-9129,43
2679211356535653892,EX01:7831-2354-5096-3508,43
2715349323914150992,EX01:5352-6430-7662-2020,43
2673381308461221541,EX01:3382-4877-2334-5453,43
2708059642377798770,EX01:8070-8717-3756-6602,43
3207382913175782463,EX01:7384-0915-8226-9210,36
2948732685318620796,EX01:8733-2519-4392-5599,36
3232822399674091048,EX01:2823-9677-7336-2173,36
3235178209083393703,EX01:5179-7252-8234-6143,36
3261955923169510733,EX01:1957-9075-4506-5166,36
3215620010072344229,EX01:3863-0724-1921-8476,36
3264393669297308777,EX01:4394-6284-0880-4737,36
3195177051329922299,EX01:5178-6176-2564-2514,36
3196074720466306066,EX01:6074-7206-3407-8228,36
3199859325430400754,EX01:9859-9247-5449-9319,36
3199853570660763128,EX01:9854-2745-9919-2117,36
3206796895951259112,EX01:6797-8513-5499-0197,36
2774150461622584471,EX01:4154-5565-0480-2473,42
2825674194446976444,EX01:5675-1725-3350-3833,42
2769700805408719887,EX01:8853-8382-0614-1789,42
2632164652129191658,EX01:2168-4832-4001-9094,42
2763969490688411151,EX01:3970-8637-0221-4101,42
2668419727025505329,EX01:9340-4241-7443-7905,42
2648842362226214799,EX01:8843-9210-3090-7498,42
2917646059763140499,EX01:7648-0141-0747-7513,42
2653038798459372984,EX01:3041-6175-7692-0261,42
2713903164293121815,EX01:6834-1304-8177-5906,42
2682732055086761078,EX01:2734-8959-5596-9233,42
2662591279824634884,EX01:2592-4334-1761-9289,42
2810373926088082468,EX01:0374-8696-0515-6271,41
2596662339382019075,EX01:6669-1555-9578-2130,41
3124913645310444791,EX01:4914-3580-8207-7827,41
2766199053954844555,EX01:6201-4890-2513-9982,41
2770413004754257169,EX01:0414-6491-6469-5219,41
2765489227385799856,EX01:5490-6733-6371-5656,41
2764676104160544151,EX01:4677-3732-9821-4696,41
2779806651769685029,EX01:9809-5770-3667-8542,41
2766241977975440880,EX01:6243-5716-3480-0135,41
2805194428522694236,EX01:5197-3793-5816-4263,41
2816871005987801041,EX01:6873-4630-4463-8383,41
2730061283842852845,EX01:7781-8667-6869-7202,41
2739950515633784776,EX01:9953-7827-7010-7829,46
2729363331851749147,EX01:9647-1019-0979-6211,46
2729363331851749147,EX01:9647-1019-0979-6211,46
2704464816650586023,EX01:4467-2168-8299-2311,46
2710320305510811218,EX01:0322-2133-5709-4193,46
2722734541679625769,EX01:8698-4101-3486-5837,46
2769707755269785331,EX01:9713-5169-0969-2263,46
2713883856846456173,EX01:3887-4079-8749-2213,46
2703150182911968281,EX01:3150-7618-6852-7000,46
2725474045792355791,EX01:8436-5393-6008-5984,46
2709503858349966970,EX01:9504-9974-7260-2035,46
2730736547677603404,EX01:0741-4186-7383-3551,46
2698167380697154695,EX01:8169-2049-1740-5106,44
2703087380390216812,EX01:3090-1155-2102-1246,44
2679905381567694357,EX01:1826-9321-0187-4814,44
2682020742551307886,EX01:2022-5807-2181-3183,44
2738723575178462985,EX01:8724-5076-3935-0998,44
2669682575764620452,EX01:9691-5728-6546-8191,44
2692971905811482274,EX01:2973-3156-0933-1373,44
2702439301651629822,EX01:2796-3015-4373-7013,44
2689196862845486814,EX01:9197-7756-0153-4919,44
2715511378021450930,EX01:8616-9176-2711-1397,44
2703259882399729269,EX01:3261-1163-3041-1737,44
2698151137634158054,EX01:8154-2028-1474-4381,44
2688668863951800051,EX01:8674-2545-2163-2357,45
3140219125922530733,EX01:0220-4558-3566-6288,45
2715330579275973942,EX01:5335-9567-8474-3726,45
2675059613245638474,EX01:5062-3977-3501-1929,45
2694322016055461316,EX01:4323-5068-6209-7626,45
2699498812975613111,EX01:9501-7892-2856-5881,45
2719647756040799979,EX01:9650-9502-2139-9842,45
2709672996645111417,EX01:9684-1253-0802-8020,45
3094421953885243143,EX01:4435-9813-5748-3240,45
